Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email,Join Date,Annual Spend
P00664,"Coleff, Mr. Peju",M,36.0,Third,0,0,0,  349210 ,7.4958,,Southampton,coleff@gmail.com,17/05/1911,116.57 USD
P00872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",FEMALE.,47.0,1st,1,1,1,11751,,D35,s,beckwith@gmail.com,12/01/1910,776.58
P00100,"Kantor, Mr. Sinai", male ,34.0,2,0,1,0,244367,26.0000,,Southampton,kantor@gmail.com,"Jan 11, 1911",USD 726.09
P00373,"Beavan, Mr. William Thomas",M,19.0,Third,0,0,0,  323951 ,8.0500,,s,beavan@yahoo.com,19-Jun-1912,308.77
P00088,"Slocovski, Mr. Selman Francis",male,,3rd,0,0,0,SOTON/OQ 392086,8.0500,,Southampton,slocovski@yahoo.com,01/20/1911,201.41
P00459,"Toomey, Miss. Ellen",F,-1.0,Second,1,0,0,F.C.C. 13531,10.5000,,s,toomey@mail.com,10/14/1911,$123.78
P00331,"McCoy, Miss. Agnes",f,,3,1,2,0,  367226 ,23.2500,,q,mccoy@outlook.com,"Aug 29, 1911",343.93 USD
P00215,"Kiernan, Mr. Philip", male ,,Third,0,1,0,  367229 ,7.7500,,q,kiernan@outlook.com,18-Jul-1910,254.04
P00467,"Campbell, Mr. William",M,,Second,0,0,0,239853,0.0000,,Southampton,campbell@gmail.com,"May 28, 1910",0.00 USD
P00122,"Moore, Mr. Leonard Charles",male,,3,0,0.0,0,A4. 54510,8.05,,S,moore@outlook.com,27-Sep-1910,USD 186.19
P00615,"Brocklebank, Mr. William Alfred",MALE,35.0,3rd,0,0,0,  364512 ,8.0500,,Southampton,brocklebank@outlook.com,09/23/1910,$194.68
P00021,"Fynney, Mr. Joseph J",m,35.0,2nd,0,0,0,239865,26.0000,,S,fynney@outlook.com,1910-07-20,937.42 USD
P00701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",f,18.0,1,1,1,0,PC 17757,227.5250,C62 C64,Cherbourg ,,"Jan 15, 1911","$2,242.09"
P00072,"Goodwin, Miss. Lillian Amy",F,16.0,Third,0,5,2,  CA 2144 ,46.9000,,S,goodwin@gmail.com,08-Jul-1912,572.94 USD
P00107,"Salkjelsvik, Miss. Anna Kristine",Female,21.0,Third,1,0,0,343120,7.6500,,s,salkjelsvik@mail.com,01/30/1911,$61.77
P00271,"Cairns, Mr. Alexander",male,,1,0,0,0,  113798 ,31.0000,,s,cairns@yahoo.com,1911-07-01,$895.04
P00861,"Hansen, Mr. Claus Peter",Male,41.0,3,0,2,0,350026,14.1083,,s,hansen@mail.com,29-Aug-1912,203.85 USD
P00436,"Carter, Miss. Lucile Polk",F,14.0,1,1,1.0,2,113760,120.0000,B96 B98,Southampton,carter@gmail.com,01/14/1912,"$2,392.55"
P00103,"White, Mr. Richard Frasar",M,21.0,First,0,0,1,35281,77.2875,,Southampton,white@mail.com,18-Apr-1911,"USD 1,142.51"
